619, 0.0115, 9
621, 0.0117, 12
623, 0.0115, 9
625, 0.0117, 8
627, 0.0119, 86
629, 0.0122, 58
631, 0.012, 112
633, 0.0117, 111
635, 0.0117, 61
637, 0.0117, 34
639, 0.012, 37
641, 0.012, 96
643, 0.0119, 118
645, 0.012, 54
647, 0.0119, 49
649, 0.0131, 32
651, 0.0121, 120
653, 0.0119, 84
655, 0.0121, 108
657, 0.0122, 104
659, 0.0123, 93
661, 0.0122, 74
663, 0.0127, 48
665, 0.0122, 91
667, 0.0123, 75
669, 0.0124, 90
671, 0.0123, 49
673, 0.0124, 35
675, 0.0128, 59
677, 0.0128, 28
679, 0.0125, 48
681, 0.0124, 26
683, 0.0127, 36
685, 0.0124, 50
687, 0.0124, 37
689, 0.0128, 26
691, 0.0128, 18
693, 0.0129, 28
695, 0.0129, 39
697, 0.0128, 17
699, 0.0129, 33
701, 0.0129, 78
703, 0.0126, 42
705, 0.0128, 21
707, 0.013, 65
709, 0.0127, 69
711, 0.0133, 28
713, 0.013, 26
715, 0.0132, 47
717, 0.0131, 48
719, 0.0147, 22
721, 0.0132, 40
723, 0.0132, 40
725, 0.0132, 39
727, 0.0136, 39
729, 0.0134, 44
731, 0.0134, 20
733, 0.0134, 26
735, 0.0133, 26
737, 0.0134, 18
739, 0.0133, 20
741, 0.0138, 32
743, 0.0135, 29
745, 0.0135, 36
747, 0.0138, 22
749, 0.0141, 40
751, 0.0138, 149
753, 0.0138, 76
755, 0.014, 59
757, 0.014, 188
759, 0.014, 115
761, 0.0142, 66
763, 0.0141, 84
765, 0.0141, 46
767, 0.0141, 76
769, 0.014, 55
771, 0.0139, 52
773, 0.0144, 53
775, 0.0142, 62
777, 0.0141, 226
779, 0.0143, 115
781, 0.0144, 150
783, 0.0143, 180
785, 0.0145, 133
787, 0.0167, 90
789, 0.0145, 75
791, 0.0143, 107
793, 0.0145, 93
795, 0.015, 112
797, 0.0145, 84
799, 0.0145, 88
801, 0.0145, 55
803, 0.015, 30
805, 0.0149, 35
807, 0.015, 68
809, 0.0146, 47
811, 0.015, 52
813, 0.015, 36
815, 0.0147, 53
817, 0.0148, 58
819, 0.015, 52
821, 0.0151, 29
823, 0.0146, 45
825, 0.0152, 56
827, 0.0153, 78
829, 0.0148, 48
831, 0.0153, 84
833, 0.015, 51
835, 0.0149, 63
837, 0.0152, 46
839, 0.0153, 87
841, 0.0154, 65
843, 0.0154, 67
845, 0.0152, 66
847, 0.0158, 59
849, 0.0158, 63
851, 0.0156, 52
853, 0.0154, 54
855, 0.0157, 53
857, 0.0159, 59
859, 0.0157, 31
861, 0.0158, 36
863, 0.016, 47
865, 0.0156, 46
867, 0.016, 53
869, 0.0157, 53
871, 0.016, 61
873, 0.0156, 41
875, 0.0167, 52
877, 0.0161, 45
879, 0.0158, 53
881, 0.016, 30
883, 0.0162, 42
885, 0.0161, 26
887, 0.0163, 30
889, 0.0162, 21
891, 0.0163, 25
893, 0.0162, 37
895, 0.0163, 24
897, 0.0162, 24
899, 0.0161, 27
901, 0.0166, 49
903, 0.0168, 30
905, 0.0166, 37
907, 0.0167, 38
909, 0.0167, 45
911, 0.0173, 28
913, 0.0165, 44
915, 0.0168, 21
917, 0.0169, 21
919, 0.0167, 16
921, 0.0169, 23
923, 0.017, 26
925, 0.0168, 35
927, 0.0173, 33
929, 0.017, 36
931, 0.0168, 21
933, 0.0172, 29
935, 0.0173, 24
937, 0.0171, 26
939, 0.0178, 26
941, 0.0176, 29
943, 0.0174, 28
945, 0.0173, 30
947, 0.019, 24
949, 0.0174, 33
951, 0.0174, 29
953, 0.0174, 37
955, 0.0175, 26
957, 0.0174, 21
959, 0.0179, 24
961, 0.0172, 33
963, 0.0176, 13
965, 0.0177, 25
967, 0.0176, 26
969, 0.0179, 39
971, 0.0179, 18
973, 0.0178, 40
975, 0.018, 37
977, 0.0179, 43
979, 0.0182, 25
981, 0.0181, 23
983, 0.0177, 31
985, 0.0179, 21
987, 0.0177, 33
989, 0.018, 26
991, 0.0182, 34
993, 0.0179, 20
995, 0.0181, 22
997, 0.0181, 18
999, 0.0184, 12
